Date,Adj Close
01-12-2025,108.350000
30-11-2025,110.400000
28-11-2025,110.400000
27-11-2025,109.650000
26-11-2025,111.150000
25-11-2025,111.150000
24-11-2025,111.150000
22-11-2025,110.900000
21-11-2025,110.900000
20-11-2025,111.000000
19-11-2025,111.000000
18-11-2025,111.500000
17-11-2025,110.200000
15-11-2025,110.600000
14-11-2025,110.600000
13-11-2025,109.550000
12-11-2025,109.500000
11-11-2025,107.850000
10-11-2025,109.450000
08-11-2025,110.450000
07-11-2025,110.450000
06-11-2025,110.650000
05-11-2025,109.950000
04-11-2025,110.850000
03-11-2025,109.600000
01-11-2025,109.250000
31-10-2025,109.250000
30-10-2025,108.900000
29-10-2025,103.900000
28-10-2025,104.250000
27-10-2025,104.250000
26-10-2025,104.100000
25-10-2025,104.100000
24-10-2025,104.100000
23-10-2025,104.200000
22-10-2025,103.700000
21-10-2025,104.000000
20-10-2025,104.000000
18-10-2025,103.450000
17-10-2025,103.450000
16-10-2025,104.600000
15-10-2025,105.850000
14-10-2025,103.800000
13-10-2025,104.400000
12-10-2025,104.550000
11-10-2025,104.550000
10-10-2025,104.550000
09-10-2025,104.500000
08-10-2025,104.750000
07-10-2025,104.800000
06-10-2025,104.750000
05-10-2025,105.000000
04-10-2025,105.000000
03-10-2025,105.000000
02-10-2025,104.850000
01-10-2025,105.550000
30-09-2025,106.200000
29-09-2025,106.750000
26-09-2025,106.400000
25-09-2025,105.050000
24-09-2025,103.600000
23-09-2025,103.600000
22-09-2025,103.900000
20-09-2025,103.350000
19-09-2025,103.350000
18-09-2025,103.350000
17-09-2025,102.900000
16-09-2025,101.750000
15-09-2025,101.500000
14-09-2025,100.700000
13-09-2025,100.700000
12-09-2025,100.700000
11-09-2025,100.900000
10-09-2025,102.450000
09-09-2025,103.850000
08-09-2025,105.800000
06-09-2025,107.550000
05-09-2025,107.550000
04-09-2025,107.000000
03-09-2025,108.500000
02-09-2025,108.800000
01-09-2025,109.900000
30-08-2025,109.600000
29-08-2025,109.600000
28-08-2025,109.550000
27-08-2025,111.550000
26-08-2025,111.550000
25-08-2025,111.300000
23-08-2025,111.300000
22-08-2025,111.300000
21-08-2025,110.600000
20-08-2025,111.500000
19-08-2025,111.100000
18-08-2025,111.000000
16-08-2025,110.850000
15-08-2025,110.850000
14-08-2025,110.900000
13-08-2025,111.800000
12-08-2025,111.700000
11-08-2025,112.250000
09-08-2025,113.200000
08-08-2025,113.200000
07-08-2025,113.750000
06-08-2025,114.500000
05-08-2025,114.800000
04-08-2025,114.950000
02-08-2025,114.900000
01-08-2025,114.900000
31-07-2025,115.150000
30-07-2025,115.050000
29-07-2025,115.500000
28-07-2025,115.500000
26-07-2025,113.750000
25-07-2025,113.750000
24-07-2025,113.100000
23-07-2025,109.900000
22-07-2025,110.100000
21-07-2025,109.850000
20-07-2025,110.400000
19-07-2025,110.400000
18-07-2025,110.400000
17-07-2025,110.500000
16-07-2025,110.000000
15-07-2025,110.000000
14-07-2025,111.100000
12-07-2025,112.000000
11-07-2025,112.000000
10-07-2025,111.000000
09-07-2025,110.250000
08-07-2025,109.600000
07-07-2025,109.500000
06-07-2025,109.950000
05-07-2025,109.950000
04-07-2025,109.950000
03-07-2025,111.250000
02-07-2025,112.500000
01-07-2025,111.800000
30-06-2025,109.900000
29-06-2025,107.000000
28-06-2025,107.000000
27-06-2025,107.000000
26-06-2025,106.150000
25-06-2025,106.600000
24-06-2025,106.600000
23-06-2025,107.250000
22-06-2025,106.600000
21-06-2025,106.600000
20-06-2025,106.600000
19-06-2025,107.000000
18-06-2025,106.700000
17-06-2025,106.400000
16-06-2025,106.000000
14-06-2025,105.250000
13-06-2025,105.250000
12-06-2025,104.600000
11-06-2025,104.450000
10-06-2025,103.650000
09-06-2025,105.250000
07-06-2025,104.850000
06-06-2025,104.850000
05-06-2025,105.000000
04-06-2025,104.450000
03-06-2025,104.250000
02-06-2025,105.350000
31-05-2025,103.300000
30-05-2025,103.300000
29-05-2025,105.500000
28-05-2025,100.900000
27-05-2025,100.900000
26-05-2025,100.400000
24-05-2025,100.400000
23-05-2025,100.400000
22-05-2025,100.100000
21-05-2025,100.450000
20-05-2025,100.550000
19-05-2025,99.250000
17-05-2025,99.000000
16-05-2025,99.000000
15-05-2025,99.000000
14-05-2025,99.000000
13-05-2025,99.900000
12-05-2025,99.750000
10-05-2025,98.900000
09-05-2025,98.900000
08-05-2025,98.500000
07-05-2025,98.750000
06-05-2025,99.400000
05-05-2025,98.500000
04-05-2025,98.000000
03-05-2025,98.000000
02-05-2025,98.000000
01-05-2025,97.500000
30-04-2025,97.500000
29-04-2025,97.250000
28-04-2025,95.600000
26-04-2025,95.350000
25-04-2025,95.350000
24-04-2025,94.750000
23-04-2025,93.700000
22-04-2025,93.900000
21-04-2025,95.050000
20-04-2025,95.050000
19-04-2025,95.050000
18-04-2025,95.050000
17-04-2025,95.050000
16-04-2025,94.250000
15-04-2025,95.500000
14-04-2025,95.500000
13-04-2025,94.850000
12-04-2025,94.850000
11-04-2025,94.850000
10-04-2025,96.250000
09-04-2025,96.500000
08-04-2025,98.000000
07-04-2025,97.500000
06-04-2025,97.000000
05-04-2025,97.000000
04-04-2025,97.000000
03-04-2025,99.400000
02-04-2025,101.000000
01-04-2025,102.650000
31-03-2025,103.000000
29-03-2025,103.500000
28-03-2025,103.500000
27-03-2025,102.000000
26-03-2025,96.750000
25-03-2025,96.400000
24-03-2025,96.900000
23-03-2025,97.000000
22-03-2025,97.000000
21-03-2025,97.000000
20-03-2025,97.750000
19-03-2025,97.500000
18-03-2025,97.100000
17-03-2025,98.750000
16-03-2025,100.750000
15-03-2025,100.750000
14-03-2025,100.750000
13-03-2025,101.050000
12-03-2025,101.500000
11-03-2025,104.900000
10-03-2025,104.600000
09-03-2025,103.250000
08-03-2025,103.250000
07-03-2025,103.250000
06-03-2025,104.700000
05-03-2025,104.100000
04-03-2025,101.500000
03-03-2025,101.400000
02-03-2025,99.000000
01-03-2025,99.000000
28-02-2025,99.000000
27-02-2025,100.100000
26-02-2025,102.400000
25-02-2025,102.000000
24-02-2025,102.250000
23-02-2025,102.000000
22-02-2025,102.000000
21-02-2025,102.000000
20-02-2025,103.500000
19-02-2025,103.500000
18-02-2025,100.850000
17-02-2025,102.000000
16-02-2025,102.750000
15-02-2025,102.750000
14-02-2025,102.750000
13-02-2025,104.300000
12-02-2025,104.500000
11-02-2025,104.750000
10-02-2025,105.650000
09-02-2025,107.250000
08-02-2025,107.250000
07-02-2025,107.250000
06-02-2025,108.950000
05-02-2025,111.250000
04-02-2025,112.500000
03-02-2025,115.650000
02-02-2025,118.500000
01-02-2025,118.500000
31-01-2025,118.500000
30-01-2025,116.900000
29-01-2025,114.800000
28-01-2025,115.050000
27-01-2025,114.550000
26-01-2025,116.350000
25-01-2025,116.350000
24-01-2025,116.350000
23-01-2025,116.500000
22-01-2025,116.750000
21-01-2025,117.750000
20-01-2025,118.150000
19-01-2025,117.250000
18-01-2025,117.250000
17-01-2025,117.250000
16-01-2025,114.700000
15-01-2025,114.450000
14-01-2025,115.400000
13-01-2025,114.500000
12-01-2025,113.500000
11-01-2025,113.500000
10-01-2025,113.500000
09-01-2025,115.750000
08-01-2025,117.450000
07-01-2025,118.300000
06-01-2025,119.750000
05-01-2025,123.500000
04-01-2025,123.500000
03-01-2025,123.500000
02-01-2025,124.600000
01-01-2025,125.250000
31-12-2024,125.250000
30-12-2024,124.550000
29-12-2024,125.000000
28-12-2024,125.000000
27-12-2024,125.000000
26-12-2024,125.000000
25-12-2024,125.000000
24-12-2024,125.000000
23-12-2024,125.500000
22-12-2024,127.300000
21-12-2024,127.300000
20-12-2024,127.300000
19-12-2024,127.750000
18-12-2024,128.600000
17-12-2024,130.350000
16-12-2024,128.750000
15-12-2024,130.750000
14-12-2024,130.750000
13-12-2024,130.750000
12-12-2024,133.000000
11-12-2024,132.500000
10-12-2024,133.250000
09-12-2024,133.250000
08-12-2024,132.400000
07-12-2024,132.400000
06-12-2024,132.400000
05-12-2024,132.600000
04-12-2024,134.000000
03-12-2024,135.150000
02-12-2024,136.000000
01-12-2024,138.900000
30-11-2024,138.900000
29-11-2024,138.900000
28-11-2024,139.450000
27-11-2024,140.700000
26-11-2024,141.000000
25-11-2024,141.000000
24-11-2024,141.250000
23-11-2024,141.250000
22-11-2024,141.250000
21-11-2024,141.500000
20-11-2024,141.500000
19-11-2024,141.250000
18-11-2024,141.750000
17-11-2024,141.750000
16-11-2024,141.750000
15-11-2024,141.750000
14-11-2024,141.500000
13-11-2024,141.500000
12-11-2024,142.250000
11-11-2024,142.250000
10-11-2024,143.350000
09-11-2024,143.350000
08-11-2024,143.350000
07-11-2024,142.200000
06-11-2024,141.100000
05-11-2024,142.900000
04-11-2024,143.900000
03-11-2024,143.950000
02-11-2024,143.950000
01-11-2024,143.950000
31-10-2024,144.050000
30-10-2024,145.000000
29-10-2024,145.250000
28-10-2024,144.500000
27-10-2024,145.900000
26-10-2024,145.900000
25-10-2024,145.900000
24-10-2024,145.900000
23-10-2024,145.000000
22-10-2024,144.000000
21-10-2024,145.600000
20-10-2024,145.900000
19-10-2024,145.900000
18-10-2024,145.900000
17-10-2024,147.600000
16-10-2024,147.400000
15-10-2024,148.750000
14-10-2024,150.900000
13-10-2024,149.400000
12-10-2024,149.400000
11-10-2024,149.400000
10-10-2024,150.250000
09-10-2024,147.000000
08-10-2024,150.800000
07-10-2024,153.000000
06-10-2024,149.600000
05-10-2024,149.600000
04-10-2024,149.600000
03-10-2024,142.600000
02-10-2024,141.550000
01-10-2024,142.650000
30-09-2024,146.550000
29-09-2024,139.600000
28-09-2024,139.600000
27-09-2024,139.600000
26-09-2024,139.600000
25-09-2024,139.750000
24-09-2024,139.500000
23-09-2024,139.500000
22-09-2024,139.500000
21-09-2024,139.500000
20-09-2024,139.500000
19-09-2024,139.500000
18-09-2024,139.000000
17-09-2024,139.650000
16-09-2024,137.250000
15-09-2024,137.900000
14-09-2024,137.900000
13-09-2024,137.900000
12-09-2024,138.150000
11-09-2024,139.000000
10-09-2024,138.750000
09-09-2024,141.650000
08-09-2024,141.500000
07-09-2024,141.500000
06-09-2024,141.500000
05-09-2024,141.000000
04-09-2024,139.500000
03-09-2024,142.000000
02-09-2024,143.900000
01-09-2024,143.750000
31-08-2024,143.750000
30-08-2024,143.750000
29-08-2024,143.250000
28-08-2024,145.000000
27-08-2024,146.000000
26-08-2024,145.700000
25-08-2024,145.200000
24-08-2024,145.200000
23-08-2024,145.200000
22-08-2024,146.750000
21-08-2024,145.900000
20-08-2024,146.000000
19-08-2024,146.500000
18-08-2024,146.750000
17-08-2024,146.750000
16-08-2024,146.750000
15-08-2024,150.000000
14-08-2024,145.750000
13-08-2024,146.900000
12-08-2024,146.750000
11-08-2024,146.000000
10-08-2024,146.000000
09-08-2024,146.000000
08-08-2024,145.500000
07-08-2024,145.000000
06-08-2024,145.500000
05-08-2024,143.700000
04-08-2024,144.100000
03-08-2024,144.100000
02-08-2024,144.100000
01-08-2024,142.550000
31-07-2024,140.100000
30-07-2024,139.250000
29-07-2024,140.100000
28-07-2024,139.250000
27-07-2024,139.250000
26-07-2024,139.250000
25-07-2024,138.400000
24-07-2024,134.750000
23-07-2024,134.700000
22-07-2024,135.000000
21-07-2024,135.100000
20-07-2024,135.100000
19-07-2024,135.100000
18-07-2024,135.000000
17-07-2024,134.750000
16-07-2024,134.400000
15-07-2024,134.950000
14-07-2024,133.850000
13-07-2024,133.850000
12-07-2024,133.850000
11-07-2024,133.750000
10-07-2024,133.750000
09-07-2024,135.250000
08-07-2024,135.050000
07-07-2024,135.750000
06-07-2024,135.750000
05-07-2024,135.750000
04-07-2024,136.500000
03-07-2024,135.000000
02-07-2024,132.250000
01-07-2024,132.100000
30-06-2024,133.200000
29-06-2024,133.200000
28-06-2024,133.200000
27-06-2024,132.600000
26-06-2024,133.000000
25-06-2024,133.500000
24-06-2024,131.900000
23-06-2024,132.500000
22-06-2024,132.500000
21-06-2024,132.500000
20-06-2024,134.750000
19-06-2024,136.000000
18-06-2024,134.900000
17-06-2024,135.500000
16-06-2024,135.150000
15-06-2024,135.150000
14-06-2024,135.150000
13-06-2024,136.400000
12-06-2024,135.450000
11-06-2024,133.350000
10-06-2024,133.700000
09-06-2024,133.000000
08-06-2024,133.000000
07-06-2024,133.000000
06-06-2024,135.900000
05-06-2024,137.000000
04-06-2024,139.800000
03-06-2024,144.450000
02-06-2024,143.900000
01-06-2024,143.900000
31-05-2024,143.900000
30-05-2024,143.200000
29-05-2024,142.100000
28-05-2024,142.000000
27-05-2024,143.300000
26-05-2024,143.300000
25-05-2024,143.300000
24-05-2024,143.300000
23-05-2024,144.900000
22-05-2024,142.950000
21-05-2024,142.800000
20-05-2024,142.200000
19-05-2024,142.150000
18-05-2024,142.150000
17-05-2024,142.150000
16-05-2024,143.750000
15-05-2024,141.500000
14-05-2024,140.650000
13-05-2024,142.050000
12-05-2024,144.000000
11-05-2024,144.000000
10-05-2024,144.000000
09-05-2024,143.950000
08-05-2024,146.100000
07-05-2024,146.600000
06-05-2024,146.100000
05-05-2024,145.600000
04-05-2024,145.600000
03-05-2024,145.600000
02-05-2024,147.750000
01-05-2024,147.000000
30-04-2024,142.250000
29-04-2024,137.400000
28-04-2024,134.500000
27-04-2024,134.500000
26-04-2024,134.500000
25-04-2024,135.750000
24-04-2024,135.500000
23-04-2024,136.750000
22-04-2024,138.000000
21-04-2024,141.750000
20-04-2024,141.750000
19-04-2024,141.750000
18-04-2024,141.000000
17-04-2024,139.500000
16-04-2024,136.400000
15-04-2024,136.500000
14-04-2024,133.750000
13-04-2024,133.750000
12-04-2024,133.750000
11-04-2024,132.000000
10-04-2024,128.000000
09-04-2024,127.750000
08-04-2024,128.200000
07-04-2024,129.100000
06-04-2024,129.100000
05-04-2024,129.100000
04-04-2024,128.200000
03-04-2024,129.650000
02-04-2024,132.250000
01-04-2024,132.000000
31-03-2024,129.100000
30-03-2024,129.100000
29-03-2024,129.100000
28-03-2024,129.100000
27-03-2024,129.000000
26-03-2024,128.900000
25-03-2024,128.950000
24-03-2024,127.700000
23-03-2024,127.700000
22-03-2024,127.700000
21-03-2024,128.250000
20-03-2024,128.900000
19-03-2024,129.400000
18-03-2024,129.750000
17-03-2024,131.000000
16-03-2024,131.000000
15-03-2024,131.000000
14-03-2024,131.500000
13-03-2024,131.100000
12-03-2024,130.650000
11-03-2024,133.000000
10-03-2024,134.400000
09-03-2024,134.400000
08-03-2024,134.400000
07-03-2024,135.500000
06-03-2024,136.750000
05-03-2024,137.450000
04-03-2024,136.000000
03-03-2024,132.000000
02-03-2024,132.000000
01-03-2024,132.000000
29-02-2024,131.000000
28-02-2024,131.000000
27-02-2024,129.200000
26-02-2024,127.500000
25-02-2024,119.400000
24-02-2024,119.400000
23-02-2024,119.400000
22-02-2024,119.400000
21-02-2024,115.000000
20-02-2024,119.600000
19-02-2024,119.600000
18-02-2024,119.250000
17-02-2024,119.250000
16-02-2024,119.250000
15-02-2024,119.250000
14-02-2024,119.750000
13-02-2024,120.500000
12-02-2024,120.000000
11-02-2024,120.600000
10-02-2024,120.600000
09-02-2024,120.600000
08-02-2024,120.000000
07-02-2024,120.500000
06-02-2024,119.000000
05-02-2024,119.000000
04-02-2024,116.000000
03-02-2024,116.000000
02-02-2024,116.000000
01-02-2024,116.000000
31-01-2024,116.500000
30-01-2024,118.000000
29-01-2024,116.000000
28-01-2024,127.100000
27-01-2024,127.100000
26-01-2024,127.100000
25-01-2024,126.800000
24-01-2024,127.200000
23-01-2024,127.300000
22-01-2024,127.450000
21-01-2024,128.000000
20-01-2024,128.000000
19-01-2024,128.000000
18-01-2024,128.900000
17-01-2024,129.500000
16-01-2024,129.000000
15-01-2024,129.850000
14-01-2024,130.850000
13-01-2024,130.850000
12-01-2024,130.850000
11-01-2024,130.750000
10-01-2024,133.500000
09-01-2024,134.500000
08-01-2024,131.500000
07-01-2024,131.550000
06-01-2024,131.550000
05-01-2024,131.550000
04-01-2024,130.900000
03-01-2024,128.500000
02-01-2024,131.900000
01-01-2024,146.400000
31-12-2023,146.400000
30-12-2023,146.400000
29-12-2023,146.400000
28-12-2023,145.450000
27-12-2023,146.000000
26-12-2023,145.500000
25-12-2023,145.500000
24-12-2023,145.500000
23-12-2023,145.500000
22-12-2023,145.500000
21-12-2023,145.250000
20-12-2023,144.250000
19-12-2023,145.250000
18-12-2023,144.750000
17-12-2023,145.250000
16-12-2023,145.250000
15-12-2023,145.250000
14-12-2023,145.500000
13-12-2023,146.250000
12-12-2023,146.000000
11-12-2023,152.500000
10-12-2023,151.000000
09-12-2023,151.000000
08-12-2023,151.000000
07-12-2023,148.750000
06-12-2023,140.450000
05-12-2023,134.150000
04-12-2023,135.000000
03-12-2023,133.500000
02-12-2023,133.500000
01-12-2023,133.500000
30-11-2023,132.150000
29-11-2023,129.000000
28-11-2023,127.450000
27-11-2023,128.000000
26-11-2023,122.000000
25-11-2023,122.000000
24-11-2023,122.000000
23-11-2023,122.150000
22-11-2023,122.150000
21-11-2023,122.300000
20-11-2023,122.500000
19-11-2023,123.250000
18-11-2023,123.250000
17-11-2023,123.250000
16-11-2023,123.100000
15-11-2023,123.250000
14-11-2023,122.500000
13-11-2023,122.000000
12-11-2023,123.250000
11-11-2023,123.250000
10-11-2023,123.250000
09-11-2023,123.000000
08-11-2023,122.500000
07-11-2023,120.100000
06-11-2023,119.000000
05-11-2023,122.500000
04-11-2023,122.500000
03-11-2023,122.500000
02-11-2023,118.000000
01-11-2023,117.450000
31-10-2023,123.500000
30-10-2023,131.000000
29-10-2023,135.200000
28-10-2023,135.200000
27-10-2023,135.200000
26-10-2023,135.700000
25-10-2023,133.500000
24-10-2023,136.500000
23-10-2023,138.350000
22-10-2023,138.000000
21-10-2023,138.000000
20-10-2023,138.000000
19-10-2023,136.500000
18-10-2023,139.500000
17-10-2023,142.250000
16-10-2023,143.750000
15-10-2023,143.850000
14-10-2023,143.850000
13-10-2023,143.850000
12-10-2023,142.650000
11-10-2023,141.500000
10-10-2023,141.900000
09-10-2023,141.350000
08-10-2023,138.500000
07-10-2023,138.500000
06-10-2023,138.500000
05-10-2023,140.000000
04-10-2023,145.000000
03-10-2023,150.000000
02-10-2023,155.000000
01-10-2023,160.100000
30-09-2023,160.100000
29-09-2023,160.100000
28-09-2023,159.750000
27-09-2023,160.350000
26-09-2023,160.350000
25-09-2023,160.000000
24-09-2023,160.000000
23-09-2023,160.000000
22-09-2023,160.000000
21-09-2023,160.500000
20-09-2023,160.750000
19-09-2023,160.750000
18-09-2023,160.750000
17-09-2023,160.500000
16-09-2023,160.500000
15-09-2023,160.500000
14-09-2023,160.500000
13-09-2023,162.250000
12-09-2023,159.000000
11-09-2023,158.000000
10-09-2023,156.250000
09-09-2023,156.250000
08-09-2023,156.250000
07-09-2023,157.650000
06-09-2023,160.000000
05-09-2023,160.500000
04-09-2023,156.550000
03-09-2023,156.250000
02-09-2023,156.250000
01-09-2023,156.250000
31-08-2023,156.000000
30-08-2023,156.000000
29-08-2023,158.500000
28-08-2023,158.500000
27-08-2023,149.400000
26-08-2023,149.400000
25-08-2023,149.400000
24-08-2023,149.000000
23-08-2023,150.000000
22-08-2023,150.000000
21-08-2023,149.250000
20-08-2023,149.500000
19-08-2023,149.500000
18-08-2023,149.500000
17-08-2023,147.000000
16-08-2023,147.500000
15-08-2023,147.150000
14-08-2023,146.500000
13-08-2023,144.000000
12-08-2023,144.000000
11-08-2023,144.000000
10-08-2023,143.000000
09-08-2023,142.500000
08-08-2023,142.500000
07-08-2023,141.100000
06-08-2023,136.000000
05-08-2023,136.000000
04-08-2023,136.000000
03-08-2023,136.850000
02-08-2023,134.000000
01-08-2023,135.000000
31-07-2023,137.300000
30-07-2023,134.450000
29-07-2023,134.450000
28-07-2023,134.450000
27-07-2023,134.000000
26-07-2023,134.000000
25-07-2023,134.000000
24-07-2023,133.100000
23-07-2023,133.000000
22-07-2023,133.000000
21-07-2023,133.000000
20-07-2023,132.000000
19-07-2023,131.000000
18-07-2023,134.350000
17-07-2023,131.100000
16-07-2023,131.650000
15-07-2023,131.650000
14-07-2023,131.650000
13-07-2023,128.000000
12-07-2023,129.050000
11-07-2023,131.000000
10-07-2023,133.700000
09-07-2023,138.000000
08-07-2023,138.000000
07-07-2023,138.000000
06-07-2023,139.650000
05-07-2023,144.800000
04-07-2023,142.500000
03-07-2023,145.000000
02-07-2023,128.050000
01-07-2023,128.050000
30-06-2023,128.050000
29-06-2023,127.900000
28-06-2023,127.900000
27-06-2023,127.900000
26-06-2023,125.500000
25-06-2023,125.500000
24-06-2023,125.500000
23-06-2023,125.500000
22-06-2023,125.750000
21-06-2023,124.150000
20-06-2023,126.550000
19-06-2023,128.350000
18-06-2023,128.450000
17-06-2023,128.450000
16-06-2023,128.450000
15-06-2023,135.950000
14-06-2023,132.000000
13-06-2023,132.250000
12-06-2023,134.000000
11-06-2023,135.700000
10-06-2023,135.700000
09-06-2023,135.700000
08-06-2023,136.250000
07-06-2023,136.000000
06-06-2023,134.450000
05-06-2023,137.750000
04-06-2023,131.000000
03-06-2023,131.000000
02-06-2023,131.000000
01-06-2023,130.150000
31-05-2023,138.000000
30-05-2023,135.100000
29-05-2023,140.650000
28-05-2023,160.000000
27-05-2023,160.000000
26-05-2023,160.000000
25-05-2023,160.000000
24-05-2023,160.250000
23-05-2023,160.000000
22-05-2023,160.350000
21-05-2023,162.250000
20-05-2023,162.250000
19-05-2023,162.250000
18-05-2023,159.350000
17-05-2023,165.250000
16-05-2023,163.800000
15-05-2023,163.750000
14-05-2023,166.500000
13-05-2023,166.500000
12-05-2023,166.500000
11-05-2023,163.000000
10-05-2023,166.950000
09-05-2023,169.000000
08-05-2023,169.650000
07-05-2023,169.650000
06-05-2023,169.650000
05-05-2023,169.650000
04-05-2023,178.200000
03-05-2023,180.600000
02-05-2023,187.550000
01-05-2023,185.150000
30-04-2023,189.700000
29-04-2023,189.700000
28-04-2023,189.700000
27-04-2023,189.950000
26-04-2023,190.150000
25-04-2023,189.050000
24-04-2023,190.000000
23-04-2023,190.350000
22-04-2023,190.350000
21-04-2023,190.350000
20-04-2023,191.750000
19-04-2023,192.500000
18-04-2023,188.300000
17-04-2023,187.000000
16-04-2023,188.000000
15-04-2023,188.000000
14-04-2023,188.000000
13-04-2023,190.750000
12-04-2023,194.600000
11-04-2023,194.150000
10-04-2023,193.750000
09-04-2023,193.750000
08-04-2023,193.750000
07-04-2023,193.750000
06-04-2023,193.750000
05-04-2023,198.000000
04-04-2023,192.650000
03-04-2023,198.000000
02-04-2023,177.250000
01-04-2023,177.250000
31-03-2023,177.250000
30-03-2023,176.750000
29-03-2023,176.600000
28-03-2023,176.500000
27-03-2023,176.250000
26-03-2023,175.350000
25-03-2023,175.350000
24-03-2023,175.350000
23-03-2023,176.650000
22-03-2023,176.550000
21-03-2023,174.000000
20-03-2023,173.000000
19-03-2023,173.000000
18-03-2023,173.000000
17-03-2023,173.000000
16-03-2023,174.000000
15-03-2023,175.000000
14-03-2023,180.000000
13-03-2023,182.900000
12-03-2023,185.250000
11-03-2023,185.250000
10-03-2023,185.250000
09-03-2023,180.000000
08-03-2023,182.000000
07-03-2023,180.000000
06-03-2023,182.000000
05-03-2023,187.150000
04-03-2023,187.150000
03-03-2023,187.150000
02-03-2023,193.000000
01-03-2023,192.000000
28-02-2023,192.850000
27-02-2023,196.500000
26-02-2023,209.200000
25-02-2023,209.200000
24-02-2023,209.200000
23-02-2023,210.100000
22-02-2023,209.650000
21-02-2023,209.000000
20-02-2023,205.650000
19-02-2023,209.350000
18-02-2023,209.350000
17-02-2023,209.350000
16-02-2023,214.000000
15-02-2023,219.900000
14-02-2023,219.500000
13-02-2023,221.000000
12-02-2023,218.000000
11-02-2023,218.000000
10-02-2023,218.000000
09-02-2023,225.500000
08-02-2023,239.350000
07-02-2023,255.650000
06-02-2023,235.000000
05-02-2023,236.000000
04-02-2023,236.000000
03-02-2023,236.000000
02-02-2023,245.000000
01-02-2023,247.000000
31-01-2023,262.000000
30-01-2023,265.350000
29-01-2023,358.100000
28-01-2023,358.100000
27-01-2023,358.100000
26-01-2023,355.600000
25-01-2023,354.000000
24-01-2023,359.600000
23-01-2023,360.000000
22-01-2023,350.950000
21-01-2023,350.950000
20-01-2023,350.950000
19-01-2023,363.500000
18-01-2023,368.000000
17-01-2023,369.250000
16-01-2023,370.000000
15-01-2023,370.250000
14-01-2023,370.250000
13-01-2023,370.250000
